No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Area,Category,Business Category,Product Category,Source,URL_Keyword,Unknown,Remaining_Url_Keywords,Priority Rank
1030,amphitheatre,40500,45,127.0,$0.19,4,45,https://lbb.in/delhi/amphitheatre-d6ef9f/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,amphitheatre,,d6ef9f,1
1031,thalassa goa restaurant,60500,28,133.0,$0.64,2,20,https://lbb.in/goa/thalassa-greek-restaurant-goa/,,Goa,India,West,,,Restaurant,Food & Dining,Food & Dining,lbb.in,thalassa,,greek,1
1032,shopping centre bangalore,60500,31,127.0,$0.04,6,38,https://lbb.in/bangalore/best-malls-in-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,bangalore,,best malls bangalore,1
1033,kailash colony,49500,32,127.0,$0,9,35,https://lbb.in/delhi/kailash-colony-674e98/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,kailash colony,,674e98,1
1034,hooghly serampore,60500,45,127.0,$0,3,37,https://lbb.in/kolkata/serampore-historical-place-near-kolkata/,Kolkata,,,,Kolkata,,,,,lbb.in,serampore,,historical place,1
1035,noise cancellation earbuds,40500,46,127.0,$0.15,100,56,https://lbb.in/all/best-noise-cancelling-earbuds/,,,,,,,,,,lbb.in,noise earbuds,,all best cancelling,1
1036,dad's day gifts,60500,46,127.0,$0.19,15,23,https://lbb.in/delhi/fathers-day-gifts/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,day gifts,,fathers,1
1037,compare meal delivery services,22200,21,260.0,$0.48,1,81,https://lbb.in/mumbai/diet-tiffin-service-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,,,diet tiffin service,1
1038,lord of the drinks connaught place,60500,20,260.0,$0.06,2,20,https://lbb.in/delhi/lord-of-the-drinks-bars-cocktails-cp/,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,lbb.in,lord drinks,,cocktails cp,1
1039,ladies gym near me,60500,11,1548.0,$0.24,10,27,https://lbb.in/mumbai/ladies-get-downright-comfy-work-gyms-fitness-centre-women/,Mumbai,,,,Mumbai,,,,,lbb.in,ladies,,get downright comfy work gyms fitness centre women,1
1040,indiranagar toit,74000,22,260.0,$0.24,1,36,https://lbbstatic.lbb.in/bangalore/toit-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbbstatic.lbb.in,toit,,bangalore bangalore,1
1041,indiranagar indian restaurants,60500,29,133.0,$0.05,10,23,https://lbb.in/bangalore/12th-main-restaurant-in-indranagar/,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,lbb.in,,,bangalore 12th main indranagar,1
1042,indira nagar bangalore restaurant,60500,15,907.0,$0.06,9,26,https://lbb.in/bangalore/locality/indira-nagar-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,indira nagar bangalore,,locality bangalore,1
1043,indian restaurant south,590,15,907.0,$0.02,3,41,https://lbb.in/delhi/south-indian-restaurants-delhi/,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,lbb.in,indian,,,1
1044,hsr layout bengaluru karnataka,60500,53,127.0,$0.16,6,33,https://lbb.in/bangalore/things-to-do-hsr-layout/,Bengaluru,,,,Bengaluru,,Attraction,Tourism & Attractions,Attractions,lbb.in,hsr layout,,bangalore,1
1045,hair reduction laser,60500,97,127.0,$1.13,68,35,https://lbb.in/delhi/best-laser-hair-removal-treatment-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,hair laser,,best removal treatment,1
1046,gaming zone,49500,11,1548.0,$0.29,2,33,https://lbb.in/delhi/gaming-arenas-Delhi-NCR/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,gaming,,arenas ncr,1
1047,flower and decoration,60500,36,127.0,$0.03,73,24,https://lbb.in/delhi/flower-decoration-at-home-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,flower decoration,,at home,1
1048,sector 122 noida,60500,39,127.0,$0.18,6,18,https://lbb.in/delhi/locality/sector-122-noida/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,sector 122 noida,,locality,1
1049,restaurants in indiranagar,60500,19,308.0,$0.23,2,32,https://lbb.in/bangalore/12th-main-restaurant-in-indranagar/,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,lbb.in,,,bangalore 12th main indranagar,1
1050,pickleball close to me,60500,7,2837.0,$0.09,6,16,https://lbb.in/delhi/pickleball-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,pickleball,,,1
1051,phoenix market city velachery,60500,14,550.0,$0.08,1,23,https://lbb.in/chennai/phoenix-marketcity-velachery/,Chennai,,,,Chennai,,,,,lbb.in,phoenix velachery,,marketcity,1
1052,mohammedan sporting club kolkata,110000,33,127.0,$0,3,35,https://lbb.in/kolkata/football-academies-in-kolkata/,Kolkata,,,,Kolkata,,,,,lbb.in,,,football academies,1
1053,malls of india noida,60500,39,127.0,$0.08,3,28,https://lbb.in/delhi/dlf-mall-of-india-noida/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,noida,,dlf mall,1
1054,bombay shirt company,49500,19,453.0,$2.21,100,58,https://lbb.in/mumbai/bombay-shirt-company-fort/,Mumbai,,,,Mumbai,,,,,lbb.in,bombay shirt company,,fort,1
1055,bangalore bicycle rentals,60500,23,163.0,$0.08,52,23,https://lbb.in/bangalore/bicycle-rental-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,bangalore bicycle,,rental bangalore,1
1056,bandra cafe,60500,30,127.0,$0,3,37,https://lbbstatic.lbb.in/mumbai/cafes-in-bandra/,Mumbai,,,,Mumbai,Bandra,Restaurant,Food & Dining,Food & Dining,lbbstatic.lbb.in,,,,1
1057,wifi extender,49500,38,127.0,$0.02,90,60,https://lbb.in/delhi/best-wifi-extenders-india/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,wifi,,best extenders,1
1058,vrindavan society thane,49500,27,139.0,$0.55,11,31,https://lbb.in/mumbai/vrindavan-society-616dd9/,Vrindavan,,,,Vrindavan,,,,,lbb.in,society,,mumbai 616dd9,1
1059,cycle on rent,49500,56,103.0,$0.05,19,48,https://lbb.in/mumbai/cycle-on-rent-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,cycle on rent,,,1
1060,casinos in goa india,40500,62,103.0,$0,1,45,https://lbb.in/goa/casinos-in-goa/,,Goa,India,West,,,,,,lbb.in,casinos,,,1
1061,cafes in bangalore,49500,23,163.0,$0.27,7,30,https://lbb.in/bangalore/cafes-where-you-can-work-with-free-wifi/,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,lbb.in,bangalore,,where you can work free wifi,1
1062,water park in delhi and ncr,49500,58,103.0,$0.03,8,44,https://lbb.in/delhi/water-parks-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,water,,parks,1
1063,the filter coffee,40500,49,103.0,$0.02,8,28,https://lbb.in/places/The-Filter-Coffee-indira-nagar-09cfcf/,,,,,,,,,,lbb.in,filter coffee,,places indira nagar 09cfcf,1
1064,sunblock with tint,49500,32,103.0,$0.10,100,24,https://lbb.in/delhi/best-tinted-sunscreens-buy-online/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,,,best tinted sunscreens buy online,1
1065,st mary's basilica church bangalore,49500,26,113.0,$0.17,4,23,https://lbb.in/bangalore/stmarys-basilica-b739c3/,Bengaluru,,,,Bengaluru,,,,,lbb.in,basilica bangalore,,stmarys b739c3,1
1066,road no 12,49500,6,4816.0,$0.09,5,19,https://lbb.in/hyderabad/road-12-banjara-hills-103413/,Hyderabad,,,,Hyderabad,,,,,lbb.in,road 12,,banjara hills 103413,1
1067,guru sweet mart,40500,16,371.0,$0,9,28,https://lbb.in/bangalore/mysore-pak-guru-sweets-sayyaji-rao-road-mysore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,guru,,bangalore mysore pak sweets sayyaji rao road mysore,1
1068,good restaurants bangalore,60500,32,103.0,$0.29,3,32,https://lbb.in/bangalore/iconic-eateries-bangalore/,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,lbb.in,bangalore,,iconic bangalore,1
1069,gift shop,110000,16,371.0,$0.16,8,78,https://lbb.in/delhi/present-perfect-gift-shops-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,gift,,present perfect shops,1
1070,best shoes for jogging men,49500,55,103.0,$0.04,100,34,https://lbb.in/all/top-running-shoes-men/,,,,,,,,,,lbb.in,shoes men,,all top running,1
1071,best running shoes for men,40500,51,103.0,$0.04,100,47,https://lbb.in/delhi/top-running-shoes-men/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,running shoes men,,top,1
1072,best restaurants in hyd,60500,34,103.0,$0.05,6,31,https://lbb.in/hyderabad/best-restaurants/,Hyderabad,,,,Hyderabad,,Restaurant,Food & Dining,Food & Dining,lbb.in,best,,,1
1073,park square mall,49500,8,1267.0,$0,7,30,https://lbb.in/bangalore/ascendas-park-square-mall-edc2ce/,Bengaluru,,,,Bengaluru,,,,,lbb.in,park square mall,,bangalore ascendas edc2ce,1
1074,paradise beach pondicherry,90500,65,103.0,$0.18,5,42,https://lbb.in/delhi/paradise-beach-pondicherry/,,Puducherry,India,South,,,,,,lbb.in,paradise beach pondicherry,,delhi,1
1075,next galleria mall,74000,10,975.0,$0,5,37,https://lbb.in/hyderabad/mall/next-galleria-mall-hyderabad/,Hyderabad,,,,Hyderabad,,,,,lbb.in,next galleria mall,,mall,1
1076,new market kolkata west bengal,49500,11,1267.0,$0.04,1,21,https://lbb.in/kolkata/things-to-do-in-new-market-besides-shopping-food/,Kolkata,,,,Kolkata,,Restaurant,Food & Dining,Food & Dining,lbb.in,new market,,things to do besides shopping,1
1077,mandawa,49500,35,103.0,$0.17,1,45,https://lbb.in/mumbai/Mandawa-Rajasthan-Things-To-Do/,,Rajasthan,India,North,,,Attraction,Tourism & Attractions,Attractions,lbb.in,mandawa,,mumbai,1
1078,hot air balloon,49500,62,103.0,$0.73,1,28,https://lbb.in/all/hot-air-balloon-rides/,,,,,,,,,,lbb.in,hot air balloon,,all rides,1
1079,water theme park delhi,49500,50,103.0,$0.05,10,45,https://lbb.in/delhi/water-parks-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,water,,parks,1
1080,urvashi movie theatre,49500,22,212.0,$0.18,3,22,https://lbb.in/bangalore/urvashi-theatre-43a3dc/,Bengaluru,,,,Bengaluru,,,,,lbb.in,urvashi theatre,,bangalore 43a3dc,1
1081,urvashi cinemas,40500,17,277.0,$0.17,4,21,https://lbb.in/bangalore/urvashi-theatre-33a1ad/,Bengaluru,,,,Bengaluru,,,,,lbb.in,urvashi,,bangalore theatre 33a1ad,1
1082,silverware stores near me,5400,24,212.0,$0.20,60,20,https://lbb.in/kolkata/shop-silverware-new-market/,Kolkata,,,,Kolkata,,,,,lbb.in,silverware,,shop new market,1
1083,red wine with price,60500,17,292.0,$0.01,1,27,https://lbb.in/all/red-wine-brands/,,,,,,,,,,lbb.in,red wine,,all brands,1
1084,mahesh lunch home in mumbai,49500,24,163.0,$0.15,3,25,https://lbb.in/mumbai/mahesh-lunch-home/,Mumbai,,,,Mumbai,,,,,lbb.in,mahesh lunch home,,,1
1085,kurti designs for women,49500,18,292.0,$0.02,99,28,https://lbb.in/all/types-of-kurtis/,,,,,,,,,,lbb.in,,,all types kurtis,1
1086,karnataka chitrakala parishath,49500,42,103.0,$0,4,29,https://lbb.in/bangalore/karnataka-chitrakala-parishath-bangalore/,Bengaluru,Karnataka,India,South,Bengaluru,,,,,lbb.in,chitrakala parishath,,bangalore bangalore,1
1087,idukki dam kerala,49500,22,212.0,$0.13,1,27,https://lbb.in/bangalore/idukki-dam-asias-highest-arch-dam/,Bengaluru,,,,Bengaluru,,,,,lbb.in,idukki dam,,bangalore asias highest arch dam,1
1088,hyderabad film nagar,49500,32,103.0,$0.12,5,21,https://lbb.in/hyderabad/film-nagar-daiva-sannidhanam-7bb006/,Hyderabad,,,,Hyderabad,,,,,lbb.in,film nagar,,daiva sannidhanam 7bb006,1
1089,delhi dwarka,40500,64,103.0,$0.37,1,31,https://lbb.in/delhi/locality/dwarka-delhi/,Delhi,Delhi,India,North,Delhi,Dwarka,,,,lbb.in,,,locality,1
1090,coffee shops bangalore,49500,13,742.0,$0.29,5,29,https://lbb.in/bangalore/post/coffee/,Bengaluru,,,,Bengaluru,,,,,lbb.in,coffee bangalore,,post,1
1091,coffee shop in bangalore,49500,18,371.0,$0.07,6,28,https://lbb.in/bangalore/post/coffee/,Bengaluru,,,,Bengaluru,,,,,lbb.in,coffee bangalore,,post,1
1092,gymkhana club delhi,2400,34,103.0,$0,1,25,https://lbb.in/delhi/delhi-gymkhana-club-5eb5cd/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,gymkhana club,,5eb5cd,1
1093,birla planetarium,49500,38,103.0,$1.09,2,33,https://lbb.in/kolkata/mp-birla-planetarium/,Kolkata,,,,Kolkata,,,,,lbb.in,birla planetarium,,mp,1
1094,best food restaurants in hyderabad,49500,21,277.0,$0.04,6,33,https://lbb.in/hyderabad/best-restaurants/,Hyderabad,,,,Hyderabad,,Restaurant,Food & Dining,Food & Dining,lbb.in,best,,,1
1095,yamuna sports complex,33100,16,371.0,$0,7,25,https://lbb.in/delhi/yamuna-sports-complex-b267a7/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,yamuna sports complex,,b267a7,1
1096,road no 12 banjara hills,40500,27,113.0,$0.35,7,20,https://lbb.in/hyderabad/road-12-banjara-hills-103413/,Hyderabad,,,,Hyderabad,,,,,lbb.in,road 12 banjara hills,,103413,1
1097,richmond circle,60500,84,103.0,$0,7,39,https://lbb.in/bangalore/locality/richmond-town-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,richmond,,bangalore locality town bangalore,1
1098,pisco by the beach,33100,19,292.0,$0,4,16,https://lbb.in/goa/pisco-by-the-beach-anjuna/,Anjuna,Goa,India,West,Anjuna,,,,,lbb.in,pisco by beach,,,1
1099,mithai,49500,102,103.0,$0.13,24,53,https://lbb.in/mumbai/best-sweet-shops-mumbai/,Mumbai,,,,Mumbai,,,,,lbb.in,,,best sweet shops,1
1100,milkbasket,49500,43,103.0,$0.43,10,49,https://lbb.in/hyderabad/milk-basket-dairy-delivery/,Hyderabad,,,,Hyderabad,,,,,lbb.in,,,milk basket dairy delivery,1
1101,mahesh lunch home,49500,13,742.0,$0.11,3,28,https://lbb.in/bangalore/the-lunch-house-from-mumbai-ea99a7/,Bengaluru,,,,Bengaluru,,,,,lbb.in,lunch,,bangalore house mumbai ea99a7,1
1102,film nagar hyderabad,49500,34,103.0,$0.09,6,18,https://lbb.in/hyderabad/film-nagar-daiva-sannidhanam-7bb006/,Hyderabad,,,,Hyderabad,,,,,lbb.in,film nagar,,daiva sannidhanam 7bb006,1
1103,f9 go karting,33100,23,163.0,$0.22,6,24,https://lbb.in/delhi/go-karting-in-gurgaon/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,go karting,,gurgaon,1
1104,electronic traders,49500,9,742.0,$0.88,1,21,https://lbb.in/delhi/electronic-markets-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,electronic,,markets,1
1105,cafe in connaught place,60500,24,163.0,$0.17,3,24,https://lbb.in/delhi/best-cafes-in-cp/,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,lbb.in,,,best cp,1
1106,beach of pondicherry,49500,73,103.0,$0.06,8,35,https://lbb.in/delhi/beaches-in-pondicherry/,,Puducherry,India,South,,,,,,lbb.in,pondicherry,,delhi beaches,1
1107,atta market,60500,11,1673.0,$0,1,36,https://lbb.in/delhi/womens-shopping-atta-market-noida/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,atta market,,womens shopping noida,1
1108,water parks in delhi and ncr,49500,46,103.0,$0.05,10,34,https://lbb.in/delhi/water-parks-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,water parks,,,1
1109,yamuna sports complex delhi,33100,22,212.0,$0,7,17,https://lbb.in/delhi/yamuna-sports-complex-15686c/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,yamuna sports complex,,15686c,1
1110,urvashi theatre bangalore,40500,14,559.0,$0.21,4,21,https://lbb.in/bangalore/urvashi-theatre-33a1ad/,Bengaluru,,,,Bengaluru,,,,,lbb.in,urvashi theatre bangalore,,33a1ad,1
1111,tea shop,49500,15,742.0,$0.53,3,48,https://lbb.in/kolkata/best-teas-kolkata/,Kolkata,,,,Kolkata,,,,,lbb.in,,,best teas,1
1112,taj exotica benaulim,49500,62,103.0,$0.19,35,38,https://lbb.in/goa/taj-exotica-benaulim-goa/,,Goa,India,West,,,,,,lbb.in,taj exotica benaulim,,,1
1113,mumbai restaurants bandra,49500,17,371.0,$0.03,4,22,https://lbb.in/mumbai/food-guide-eating-way-bandra/,Mumbai,,,,Mumbai,Bandra,Restaurant,Food & Dining,Food & Dining,lbb.in,,,guide eating way,1
1114,spa with massage,49500,16,742.0,$0.34,8,48,https://lbb.in/delhi/best-spas-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,,,best spas,1
1115,shyamnagar,49500,12,1267.0,$0,2,46,https://lbb.in/kolkata/a-travel-guide-to-shyamnagar/,Kolkata,,,,Kolkata,,Tourism,Travel & Tourism,Tourism,lbb.in,shyamnagar,,guide to,1
1116,road no 12 banjara hills hyderabad,49500,9,1673.0,$0.13,5,21,https://lbb.in/hyderabad/road-12-banjara-hills-103413/,Hyderabad,,,,Hyderabad,,,,,lbb.in,road 12 banjara hills,,103413,1
1117,kurta designs for women,49500,21,277.0,$0.02,99,34,https://lbb.in/all/types-of-kurtis/,,,,,,,,,,lbb.in,,,all types kurtis,1
1118,best dining restaurants in bangalore,49500,39,103.0,$0.07,13,30,https://lbb.in/bangalore/best-restaurants-bengaluru/,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,lbb.in,best bangalore,,,1
1119,irani cafe,60500,18,371.0,$0,7,39,https://lbb.in/pune/the-irani-cafe-91b7c4/,Pune,,,,Pune,,Restaurant,Food & Dining,Food & Dining,lbb.in,irani,,91b7c4,1
1120,hotel nayaab,49500,23,163.0,$0,3,33,https://lbb.in/hyderabad/hotel-nayaab-280d8c/,Hyderabad,,,,Hyderabad,,Hotel,Accommodation,Accommodation,lbb.in,nayaab,,280d8c,1
1121,drizzling land in ghaziabad,49500,26,113.0,$0.11,1,19,https://lbb.in/delhi/drizzling-land-ghaziabad/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,drizzling land ghaziabad,,,1
1122,district center delhi,49500,8,2321.0,$0.10,3,22,https://lbb.in/delhi/love-for-flee-markets-we-have-an-all-in-one-solution-at-district-centre-janakpuri-9a005c/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,district,,love flee markets we have an all one solution at centre janakpuri 9a005c,1
1123,contour,49500,75,103.0,$0.09,34,56,https://lbb.in/all/contouring-makeup/,,,,,,,,,,lbb.in,,,all contouring makeup,1
1124,cafeteria bangalore,49500,31,103.0,$0.07,6,28,https://lbb.in/bangalore/cafes-where-you-can-work-with-free-wifi/,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,lbb.in,bangalore,,where you can work free wifi,1
1125,yelahanka old town,40500,85,103.0,$0,6,27,https://lbb.in/bangalore/locality/yelahanka-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,yelahanka,,bangalore locality bangalore,1
1126,tourist places to visit in chennai,49500,84,103.0,$0.10,13,42,https://lbb.in/chennai/chennai-tourist-places/,Chennai,,,,Chennai,,,,,lbb.in,tourist places,,,1
1127,tint with spf,49500,39,103.0,$0.09,100,26,https://lbb.in/delhi/best-tinted-sunscreens-buy-online/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,,,best tinted sunscreens buy online,1
1128,nearby swimming pool,33100,16,559.0,$0.14,5,24,https://lbb.in/delhi/swimming-pools-delhi-ncr/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,swimming,,pools ncr,1
1129,majestic in bangalore,40500,58,103.0,$0.36,1,24,https://lbb.in/bangalore/locality/majestic-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,majestic bangalore,,locality bangalore,1
1130,doolally taproom khar,22200,19,292.0,$0.28,12,26,https://lbb.in/mumbai/cheers-to-that-doolally-is-b1db9d/,Mumbai,,,,Mumbai,,,,,lbb.in,doolally,,cheers to that is b1db9d,1
1131,delhi water park,49500,48,103.0,$0.14,2,28,https://lbb.in/delhi/water-parks-delhi/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,water,,parks,1
1132,coolest men's running shoes,49500,72,103.0,$0.04,100,38,https://lbb.in/all/top-running-shoes-men/,,,,,,,,,,lbb.in,men running shoes,,all top,1
1133,communal work space near me,49500,12,975.0,$0.75,43,28,https://lbb.in/delhi/co-working-spaces-delhi-ncr/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,,,working spaces ncr,1
1134,indian music experience museum,49500,19,212.0,$0.49,4,21,https://lbb.in/bangalore/explore-the-history-mechanics-087041/,Bengaluru,,,,Bengaluru,,,,,lbb.in,,,bangalore explore history mechanics 087041,1
1135,best oily skin moisturizer,49500,60,103.0,$0.07,99,32,https://lbb.in/delhi/best-moisturiser-oily-skin-shop-online/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,best oily skin,,moisturiser shop online,1
1136,bar palladio,40500,15,371.0,$0.65,3,31,https://lbb.in/delhi/drinks-and-food-in-the-most-stunning-setting-youll-find-02c944/,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,lbb.in,,,drinks most stunning setting youll find 02c944,1
1137,chitra kala parishad,49500,31,103.0,$0.18,4,45,https://lbb.in/bangalore/karnataka-chitrakala-parishath-bangalore/,Bengaluru,Karnataka,India,South,Bengaluru,,,,,lbb.in,,,bangalore chitrakala parishath bangalore,1
1138,cafes in connaught place,60500,15,450.0,$0.32,3,24,https://lbb.in/delhi/best-cafes-in-cp/,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,lbb.in,,,best cp,1
1139,volunteering,49500,49,103.0,$10.04,1,45,https://lbb.in/bangalore/ngos-to-volunteer-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,,,bangalore ngos to volunteer bangalore,1
1140,volunteer,49500,86,103.0,$10.10,1,45,https://lbb.in/bangalore/ngos-to-volunteer-bangalore/,Bengaluru,,,,Bengaluru,,,,,lbb.in,volunteer,,bangalore ngos to bangalore,1
1141,sandalwood soap factory,40500,36,103.0,$0.18,5,32,https://lbb.in/bangalore/mysore-sandalwood-factory-3301a7/,Bengaluru,,,,Bengaluru,,,,,lbb.in,sandalwood factory,,bangalore mysore 3301a7,1
1142,places to visit chennai,49500,92,103.0,$0.07,11,35,https://lbb.in/chennai/chennai-tourist-places/,Chennai,,,,Chennai,,,,,lbb.in,places,,tourist,1
1143,palladio bar jaipur,49500,23,163.0,$0.12,2,40,https://lbb.in/delhi/drinks-and-food-in-the-most-stunning-setting-youll-find-02c944/,Delhi,Delhi,India,North,Delhi,,Restaurant,Food & Dining,Food & Dining,lbb.in,,,drinks most stunning setting youll find 02c944,1
1144,tourist places in chennai,49500,93,103.0,$0.07,8,22,https://lbb.in/chennai/chennai-tourist-places/,Chennai,,,,Chennai,,,,,lbb.in,tourist places,,,1
1145,shenoy nagar,33100,24,163.0,$0.20,13,31,https://lbb.in/chennai/locality/shenoy-nagar-chennai/,Chennai,,,,Chennai,,,,,lbb.in,shenoy nagar,,locality,1
1146,hauz khas fort in delhi,60500,16,742.0,$0.12,2,35,https://lbb.in/delhi/hauz-khas-fort/,Delhi,Delhi,India,North,Delhi,Hauz Khas,,,,lbb.in,fort,,,1
1147,best restaurants hyderabad india,49500,32,103.0,$0.06,8,27,https://lbb.in/hyderabad/best-restaurants/,Hyderabad,,,,Hyderabad,,Restaurant,Food & Dining,Food & Dining,lbb.in,best,,,1
1148,best food restaurants in bangalore,49500,23,212.0,$0.10,11,28,https://lbb.in/bangalore/iconic-eateries-bangalore/,Bengaluru,,,,Bengaluru,,Restaurant,Food & Dining,Food & Dining,lbb.in,bangalore,,iconic bangalore,1
1149,film nagar,60500,52,103.0,$0.09,6,31,https://lbb.in/hyderabad/film-nagar-daiva-sannidhanam-7bb006/,Hyderabad,,,,Hyderabad,,,,,lbb.in,film nagar,,daiva sannidhanam 7bb006,1
1150,chennai city tourist places,49500,82,103.0,$0.11,15,38,https://lbb.in/chennai/chennai-tourist-places/,Chennai,,,,Chennai,,,,,lbb.in,tourist places,,,1
1151,casinos of goa,49500,48,103.0,$0,1,50,https://lbb.in/goa/casinos-in-goa/,,Goa,India,West,,,,,,lbb.in,casinos,,,1
1152,burger factory,40500,15,742.0,$0,6,32,https://lbb.in/delhi/burger-factory-burgers-in-goa/,Delhi,Delhi,India,North,Delhi,,,,,lbb.in,burger factory,,burgers goa,1
1153,bubbles tea,60500,37,103.0,$0.27,3,37,https://lbb.in/chennai/best-bubble-tea-places/,Chennai,,,,Chennai,,,,,lbb.in,tea,,best bubble places,1
1154,martin's corner goa,49500,28,113.0,$0.12,3,33,https://lbb.in/goa/martinscornergoa/,,Goa,India,West,,,,,,lbb.in,,,martinscornergoa,1
1155,sultan bazar,33100,27,118.0,$0,11,31,https://lbb.in/hyderabad/street-shopping-sultan-bazaar-hyderabad/,Hyderabad,,,,Hyderabad,,,,,lbb.in,sultan,,street shopping bazaar,1
