No,Keyword,Volume,Position,Estimated Visits,CPC,Paid Difficulty,SEO Difficulty,Ranking URL,City,State,Country,Region,URL_Location,Category
1869,da vinci's,49500,33,103,$0.23,2,60,https://www.zomato.com/ncr/pizzeria-da-vinci-vasant-vihar-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
1870,coupons for zomato,49500,4,4816,$0.03,3,24,https://www.zomato.com/book/docs/deals,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1871,cafes in connaught place,60500,4,15048,$0.32,3,24,https://www.zomato.com/ncr/connaught-place-delhi-restaurants/caf%C3%A9,Delhi,Delhi,India,North,Delhi,Restaurant
1872,zomato delivery,49500,1,15048,$0.15,15,37,https://www.zomato.com/,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1873,zomato promo code,40500,4,4816,$0.47,1,25,https://www.zomato.com/offer/nvbmK,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1874,verandah,40500,10,2321,$1.04,2,44,https://www.zomato.com/jabalpur/verandah-wright-town,Jabalpur,Unknown,Unknown,Unknown,Jabalpur,Unknown
1875,sector 126 noida,49500,11,975,$0.18,6,18,https://www.zomato.com/ncr/sector-126-noida-restaurants,Noida,Unknown,Unknown,Unknown,Noida,Restaurant
1876,rosewater,49500,17,371,$0.10,97,75,https://www.zomato.com/chennai/rosewater-anna-nagar-east,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
1877,the westin gurgaon new delhi,49500,20,212,$0.58,11,32,https://www.zomato.com/ncr/restaurants/in/westin-hotel-mg-road,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1878,nand nagri in delhi,49500,34,103,$0.12,4,19,https://www.zomato.com/hi/ncr/dhaba?zomato_place_id=117717,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1879,mysore cafe,49500,5,8019,$0,5,34,https://www.zomato.com/mumbai/cafe-mysore-estd-1936-matunga-east,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1880,rama mandi punjab,40500,26,113,$0.38,1,19,https://www.zomato.com/jalandhar/rama-mandi-restaurants?category=1,Jalandhar,Unknown,Unknown,Unknown,Jalandhar,Restaurant
1881,palladio bar jaipur,49500,4,8019,$0.12,2,40,https://www.zomato.com/jaipur/bar-palladio-jaipur-narayan-singh-circle,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown
1882,hotel eros nehru place,60500,7,2321,$0.42,25,35,https://www.zomato.com/ncr/restaurants/in/eros-hotel-nehru-place,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1883,hope farm,40500,37,103,$0,13,34,https://www.zomato.com/bangalore/the-hope-farm-shawarmas-1-whitefield-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1884,mad over grills,49500,5,8019,$0,6,29,https://www.zomato.com/hyderabad/mad-over-grills-vibrant-1-as-rao-nagar-secunderabad,Secunderabad,Unknown,Unknown,Unknown,Secunderabad,Unknown
1885,kerala cafe,49500,8,3262,$0.01,3,33,https://www.zomato.com/varanasi/kerala-cafe-since-1962-bhelupur,Varanasi,Kerala,India,South,Varanasi,Restaurant
1886,kavi nagar,40500,13,742,$0.04,9,33,https://www.zomato.com/ncr/kavi-nagar-restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1887,jaipur palladio,40500,5,4816,$0.17,3,38,https://www.zomato.com/jaipur/bar-palladio-jaipur-narayan-singh-circle,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown
1888,jai mahal jaipur hotel,49500,21,212,$0.55,23,33,https://www.zomato.com/jaipur/marble-arch-jai-mahal-palace-civil-lines,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown
1889,indian food restaurants near me,60500,4,15048,$0.63,5,25,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1890,hyatt regency in kolkata,49500,27,108,$0.92,22,38,https://www.zomato.com/kolkata/waterside-cafe-hyatt-regency-kolkata-sector-3-salt-lake,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
1891,cross river mall shahdara delhi,40500,5,2321,$0.20,5,21,https://www.zomato.com/ncr/restaurants/in/cross-river-mall-shahadra,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1892,cafes near me open now,60500,4,15048,$0.05,20,27,https://www.zomato.com/cafes-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1893,burger factory,40500,5,8019,$0,6,32,https://www.zomato.com/goa/burger-factory-anjuna,Anjuna,Goa,India,West,Anjuna,Unknown
1894,bubbles tea,60500,25,277,$0.27,3,37,https://www.zomato.com/kolkata/bubble-n-tea-asian-cafe-sector-3-salt-lake,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
1895,best restaurants hyderabad india,49500,4,15048,$0.06,8,27,https://www.zomato.com/hyderabad/restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1896,best food restaurants in bangalore,49500,4,15048,$0.10,11,28,https://www.zomato.com/bangalore/restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1897,zomato offer code,40500,4,4816,$0.38,1,25,https://www.zomato.com/book/docs/deals,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1898,tapas,49500,45,103,$0,1,45,https://www.zomato.com/ncr/restaurants/tapas,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1899,taj mahal palace hotel mumbai,49500,29,103,$0.24,48,34,https://www.zomato.com/mumbai/restaurants/in/taj-mahal-palace-colaba,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1900,taj mahal hotel colaba mumbai,49500,13,742,$0.29,53,40,https://www.zomato.com/mumbai/restaurants/in/taj-mahal-palace-colaba,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1901,taj club house chennai,49500,14,371,$0.30,30,29,https://www.zomato.com/chennai/club-house-taj-club-house-thousand-lights,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
1902,sher e punjab,49500,6,8019,$0,2,28,https://www.zomato.com/mumbai/sher-e-punjab-fort,Mumbai,Punjab,India,North,Mumbai,Unknown
1903,sector 74,60500,39,103,$0.12,5,19,https://www.zomato.com/ncr/sector-74-restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1904,sayaji hotel indore indore madhya pradesh,49500,10,975,$0.33,23,34,https://www.zomato.com/indore/restaurants/in/sayaji-hotel-vijay-nagar,Indore,Unknown,Unknown,Unknown,Indore,Restaurant
1905,sayaji hotel,74000,14,742,$0.85,10,44,https://www.zomato.com/indore/restaurants/in/sayaji-hotel-vijay-nagar,Indore,Unknown,Unknown,Unknown,Indore,Restaurant
1906,sandwich close to me,49500,4,15048,$0.09,5,39,https://www.zomato.com/sandwich-restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1907,roast 24 seven,49500,3,15048,$0,4,29,https://www.zomato.com/hyderabad/roast-24-seven-gachibowli,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
1908,riva resort mandrem,49500,16,371,$0.12,45,41,https://www.zomato.com/goa/waterfront-riva-restaurant-mandrem,Unknown,Goa,India,West,Unknown,Restaurant
1909,paradise biryani,40500,5,8019,$0.16,2,31,https://www.zomato.com/hyderabad/paradise-biryani-a-legend-since-1953-begumpet,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Unknown
1910,palladium mall mumbai,90500,7,1673,$0.06,5,42,https://www.zomato.com/mumbai/restaurants/in/palladium-mall-lower-parel,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1911,pali hill bandra mumbai,49500,10,3262,$0.12,4,29,https://www.zomato.com/mumbai/pali-hill-bandra-west-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1912,noida sector 126,49500,12,559,$0.12,5,19,https://www.zomato.com/ncr/sector-126-noida-restaurants,Noida,Unknown,Unknown,Unknown,Noida,Restaurant
1913,no 2.0,49500,17,277,$0.16,2,96,https://www.zomato.com/bangalore/tap-house-2-0-electronic-city-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1914,nancy's,49500,5,15048,$0.01,1,31,https://www.zomato.com/bangalore/nancys-sarjapur-road-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1915,najafgarh delhi,40500,23,163,$0,4,32,https://www.zomato.com/ncr/najafgarh-delhi-restaurants,Delhi,Delhi,India,North,Delhi,Restaurant
1916,meal,49500,45,103,$0.35,1,46,https://www.zomato.com/ncr/meal-o-meal-sector-67-gurgaon/order,Gurugram,Unknown,Unknown,Unknown,Gurugram,Unknown
1917,martin's corner goa,49500,3,15048,$0.12,3,33,https://www.zomato.com/goa/martins-corner-betalbatim,Unknown,Goa,India,West,Unknown,Unknown
1918,mall de goa porvorim,49500,13,450,$0,5,21,https://www.zomato.com/goa/restaurants/in/mall-de-goa-penha-de-franca,Unknown,Goa,India,West,Unknown,Restaurant
1919,mall de goa,49500,9,1267,$0.01,4,29,https://www.zomato.com/goa/restaurants/in/mall-de-goa-penha-de-franca,Unknown,Goa,India,West,Unknown,Restaurant
1920,mahesh home lunch,49500,4,15048,$0.11,3,23,https://www.zomato.com/mumbai/mahesh-lunch-home-juhu,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
1921,mahagun metro mall,40500,5,3262,$0.11,4,27,https://www.zomato.com/ncr/restaurants/in/mahagun-metro-mall-ghaziabad,Ghaziabad,Unknown,Unknown,Unknown,Ghaziabad,Restaurant
1922,indian cuisine restaurants near me,49500,4,15048,$0.27,10,23,https://www.zomato.com/restaurants-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1923,hyatt regency chandigarh chandigarh,49500,22,133,$0.85,37,25,https://www.zomato.com/chandigarh/restaurants/in/hyatt-regency-chandigarh-industrial-area,Unknown,Chandigarh,India,North,Unknown,Restaurant
1924,hotel india in varanasi,49500,33,103,$0.24,96,19,https://www.zomato.com/varanasi/cafe-65-india-hotel-nadesar,Varanasi,Unknown,Unknown,Unknown,Varanasi,Hotel
1925,gcc club hotel mira road,49500,19,252,$0.21,14,21,https://www.zomato.com/mumbai/olivia-gcc-hotel-club-mira-road,Mumbai,Unknown,Unknown,Unknown,Mumbai,Hotel
1926,kona expressway,40500,50,103,$0,1,31,https://www.zomato.com/kolkata/restaurants/in/axis-mall-new-town,Kolkata,Unknown,Unknown,Unknown,Kolkata,Restaurant
1927,kanha jaipur,49500,5,8019,$0.06,4,19,https://www.zomato.com/jaipur/kanha-malviya-nagar,Jaipur,Unknown,Unknown,Unknown,Jaipur,Unknown
1928,eros hotel delhi nehru place,49500,8,2321,$0.52,14,23,https://www.zomato.com/ncr/restaurants/in/eros-hotel-nehru-place,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1929,club house taj,49500,8,1267,$0.51,28,31,https://www.zomato.com/chennai/club-house-taj-club-house-thousand-lights,Chennai,Unknown,Unknown,Unknown,Chennai,Unknown
1930,chinese foodies,49500,3,15048,$0.11,1,21,https://www.zomato.com/ncr/chinese-foodies-palam-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
1931,boba tea bubble tea,49500,12,1673,$0.12,8,25,https://www.zomato.com/ncr/bubble-boba-tea-sector-66-gurgaon/order,Gurugram,Unknown,Unknown,Unknown,Gurugram,Unknown
1932,biryani by kilo,49500,8,3262,$0.21,16,32,https://www.zomato.com/nagpur/biryani-by-kilo-dharampeth,Nagpur,Unknown,Unknown,Unknown,Nagpur,Unknown
1933,bandra mumbai restaurants,49500,5,8019,$0.04,4,19,https://www.zomato.com/mumbai/bandra-west-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1934,andhra meals near me,49500,5,8019,$0.14,5,21,https://www.zomato.com/bangalore/taste-of-andhra,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1935,20/15,49500,17,277,$0.01,1,35,https://www.zomato.com/bangalore/20-15-corner-yelahanka-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1936,the oberoi bengaluru,49500,13,742,$0.60,16,32,https://www.zomato.com/bangalore/restaurants/in/the-oberoi,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1937,the cape goa,60500,12,1267,$0.12,9,34,https://www.zomato.com/goa/the-cape-goa-3-cavelossim,Unknown,Goa,India,West,Unknown,Unknown
1938,ram ashraya,49500,3,15048,$0,3,33,https://www.zomato.com/mumbai/ramashraya-since-1939-matunga-east,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
1939,orion's,49500,42,103,$0.39,1,71,https://www.zomato.com/tirupati/hotel-orion-tirumala,Tirupati,Unknown,Unknown,Unknown,Tirupati,Hotel
1940,the bier library,40500,3,15048,$0.17,6,19,https://www.zomato.com/bangalore/the-bier-library-koramangala-6th-block-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1941,meridian restaurant,40500,3,15048,$0,4,32,https://www.zomato.com/hyderabad/meridian-restaurant-2-panjagutta,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1942,mayan beach club,49500,2,8019,$1.02,3,28,https://www.zomato.com/goa/mayan-beach-club-2-anjuna,Anjuna,Goa,India,West,Anjuna,Unknown
1943,radisson blu udaipur palace resort & spa,49500,14,450,$0.61,38,27,https://www.zomato.com/udaipur/restaurants/in/radisson-blu-palace-resort-spa-udaipur,Udaipur,Unknown,Unknown,Unknown,Udaipur,Restaurant
1944,taj mahal mumbai,49500,16,450,$0.22,48,42,https://www.zomato.com/mumbai/restaurants/in/taj-mahal-palace-colaba,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1945,taj lake palace in udaipur,49500,23,133,$0.15,45,47,https://www.zomato.com/udaipur/restaurants/in/taj-lake-palace-pichola,Udaipur,Unknown,Unknown,Unknown,Udaipur,Restaurant
1946,indian accent,60500,5,8019,$0.07,4,38,https://www.zomato.com/ncr/indian-accent-lodhi-road-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
1947,hyderabad top restaurants,49500,4,15048,$0.04,6,33,https://www.zomato.com/hyderabad/restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1948,hotel tulips grand,49500,7,3262,$0.15,8,30,https://www.zomato.com/hyderabad/hotel-tulips-grand-suraram,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Hotel
1949,hotel sterling fern hill ooty,49500,30,103,$0.27,45,27,https://www.zomato.com/ooty/the-fern-sterling-ooty-fern-hill-fern-hill,Ooty,Unknown,Unknown,Unknown,Ooty,Unknown
1950,dwaraka nagar,40500,12,975,$0,10,34,https://www.zomato.com/visakhapatnam/dwaraka-nagar-restaurants,Visakhapatnam,Unknown,Unknown,Unknown,Visakhapatnam,Restaurant
1951,chi's,49500,29,103,$0,1,50,https://www.zomato.com/ahmedabad/chi-chis-kitchen-vejalpur,Ahmedabad,Unknown,Unknown,Unknown,Ahmedabad,Unknown
1952,chennai itc grand chola,49500,19,292,$0.98,25,42,https://www.zomato.com/chennai/restaurants/in/itc-grand-chola,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
1953,grand,49500,21,163,$0.04,1,35,https://www.zomato.com/mumbai/grand-santacruz-east,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
1954,bastian bandra,60500,1,15048,$0.02,4,38,https://www.zomato.com/mumbai/bastian-ammakai-linking-road-bandra-west,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
1955,bars near me near me,49500,4,15048,$0.05,12,21,https://www.zomato.com/bars-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1956,and dim sum,49500,6,4816,$0.21,1,22,https://www.zomato.com/ncr/dim-sum-authentic-chinese-karol-bagh-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
1957,vishnu garden,49500,9,2321,$0.07,6,34,https://www.zomato.com/bangalore/vishnu-garden-rt-nagar,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1958,tri nagar,49500,20,212,$0,10,36,https://www.zomato.com/ncr/tri-nagar-restaurants?category=1,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1959,cater,49500,14,559,$0.28,3,46,https://www.zomato.com/mumbai/cater-inc-churchgate,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
1960,cafe to visit in rishikesh,49500,15,742,$0.13,10,27,https://www.zomato.com/rishikesh/caf%C3%A9,Rishikesh,Unknown,Unknown,Unknown,Rishikesh,Unknown
1961,bubble tea,60500,11,1673,$0.43,4,74,https://www.zomato.com/bangalore/restaurants/bubble-tea,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1962,blue tokai coffee near me,33100,7,4816,$0.02,17,20,https://www.zomato.com/ncr/blue-tokai-coffee-roasters-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
1963,blue tokai coffee,60500,11,1673,$0.03,38,43,https://www.zomato.com/ncr/blue-tokai-coffee-roasters-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
1964,sector 77 noida,49500,12,742,$0.12,5,19,https://www.zomato.com/ncr/sector-77-restaurants,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1965,royal green,49500,7,3262,$0.13,1,11,https://www.zomato.com/mumbai/royal-green-restaurant-and-garden-bhayandar,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1966,pluto's,49500,6,8019,$0.32,1,41,https://www.zomato.com/ncr/plutos-vasant-kunj-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
1967,toit pune,40500,4,8019,$0.34,8,33,https://www.zomato.com/pune/toit-1-kalyani-nagar,Pune,Unknown,Unknown,Unknown,Pune,Unknown
1968,the oberoi gurgaon,49500,9,1267,$1.09,10,31,https://www.zomato.com/ncr/restaurants/in/the-oberoi-Gurgaon,Gurugram,Unknown,Unknown,Unknown,Gurugram,Restaurant
1969,kohinoor square dadar,40500,2,8019,$0.58,5,27,https://www.zomato.com/mumbai/restaurants/in/kohinoor-square-mall,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1970,plan b,49500,17,371,$0.09,53,67,https://www.zomato.com/bangalore/plan-b-airport-road-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Unknown
1971,places in chandigarh,49500,33,103,$0.10,14,35,https://www.zomato.com/chandigarh,Unknown,Chandigarh,India,North,Unknown,Unknown
1972,patancheru telangana,49500,20,277,$0.12,4,21,https://www.zomato.com/hyderabad/patancheru-restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1973,palladium shopping mall mumbai,74000,25,113,$0.13,4,42,https://www.zomato.com/mumbai/restaurants/in/palladium-mall-lower-parel,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1974,city market,49500,14,975,$0.08,1,21,https://www.zomato.com/bangalore/city-market-restaurants,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1975,hotel taj exotica goa,49500,104,103,$0.37,32,43,https://www.zomato.com/mumbai/restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1976,hotel shubham celebrations,49500,4,4816,$0.14,7,30,https://www.zomato.com/hyderabad/hotel-shubham-celebrations-lingampally,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Hotel
1977,hotel heritage manesar,49500,11,742,$0.14,38,30,https://www.zomato.com/ncr/jharokha-heritage-village-resort-and-spa-manesar-gurgaon,Gurugram,Unknown,Unknown,Unknown,Gurugram,Hotel
1978,hotel eros nehru place new delhi,49500,19,277,$0.49,18,25,https://www.zomato.com/ncr/restaurants/in/eros-hotel-nehru-place,Unknown,Unknown,Unknown,Unknown,Unknown,Restaurant
1979,headquarter,49500,47,103,$0.63,1,45,https://www.zomato.com/mumbai/headquarter-resto-bar-ghatkopar-east,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
1980,good restaurant hyderabad,60500,4,15048,$0.05,6,30,https://www.zomato.com/hyderabad/restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1981,famous restaurants in hyd,60500,5,15048,$0.05,6,30,https://www.zomato.com/hyderabad/restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1982,hyatt chandigarh,49500,11,720,$1.67,36,43,https://www.zomato.com/chandigarh/restaurants/in/hyatt-regency-chandigarh-industrial-area,Unknown,Chandigarh,India,North,Unknown,Restaurant
1983,blinks near me,49500,9,2321,$0.17,5,19,https://www.zomato.com/ncr/blink-bitess-1-laxmi-nagar-new-delhi/order,New Delhi,Delhi,India,North,New Delhi,Unknown
1984,biryani blues,40500,8,3262,$0.09,6,32,https://www.zomato.com/ncr/biryani-blues-connaught-place-new-delhi,New Delhi,Delhi,India,North,New Delhi,Unknown
1985,bastian restaurant bandra,49500,3,8019,$0.12,1,23,https://www.zomato.com/mumbai/bastian-ammakai-linking-road-bandra-west,Mumbai,Unknown,Unknown,Unknown,Mumbai,Unknown
1986,zomato restaurant partnership,49500,1,15048,$2.06,1,30,https://www.zomato.com/partners/onlineordering,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1987,zomato discount coupon,49500,4,4816,$0.03,3,24,https://www.zomato.com/offer/nvbmK,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1988,zomato coupons,9900,4,4816,$0.10,4,22,https://www.zomato.com/book/docs/deals,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1989,restaurant in kerala,49500,6,4816,$0.03,1,30,https://www.zomato.com/kochi/best-kerala-restaurants,Kochi,Kerala,India,South,Kochi,Restaurant
1990,pancake,49500,19,292,$0.21,12,49,https://www.zomato.com/bangalore/belle-ville-pancake-cafe-1-mahadevapura-bangalore,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1991,grill,49500,26,163,$0.65,19,51,https://www.zomato.com/lucknow/the-big-grill-gomti-nagar,Lucknow,Unknown,Unknown,Unknown,Lucknow,Unknown
1992,coupon code for zomato,40500,4,4816,$0.30,1,18,https://www.zomato.com/offer/nvbmK,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
1993,famous restaurants in hyderabad,60500,4,15048,$0.39,8,26,https://www.zomato.com/hyderabad/restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1994,bangalore hotel oberoi,49500,13,742,$0.87,21,41,https://www.zomato.com/bangalore/restaurants/in/the-oberoi,Bengaluru,Unknown,Unknown,Unknown,Bengaluru,Restaurant
1995,bandra restaurants,49500,5,8019,$0.25,4,34,https://www.zomato.com/mumbai/bandra-west-restaurants,Mumbai,Unknown,Unknown,Unknown,Mumbai,Restaurant
1996,aroma,49500,18,450,$0.42,9,48,https://www.zomato.com/chennai/aroma-pure-veg-restaurant-nungambakkam,Chennai,Unknown,Unknown,Unknown,Chennai,Restaurant
1997,tourist places hyderabad,14800,105,103,$0.10,10,21,https://www.zomato.com/hyderabad/restaurants,Hyderabad,Unknown,Unknown,Unknown,Hyderabad,Restaurant
1998,taj lake palace udaipur,49500,26,113,$0.15,28,28,https://www.zomato.com/udaipur/restaurants/in/taj-lake-palace-pichola,Udaipur,Unknown,Unknown,Unknown,Udaipur,Restaurant
1999,sweet shop,60500,6,3262,$0.47,2,37,https://www.zomato.com/sweet-shops-near-me,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
